62,96,10,62,53,25,15,58,18,73,84,23,3,34,14,0,27,87,18,83,86,32,30,99,63,1,13,45,65,12,19,90,59,81,35,53,11,17,57,14,6,3,49,84,60,15,75,46,65,9,32,81,97,33,78,29,38,13,91,63,13,58,20,52,22,23,93,75,55,91,57,69,60,7,62,73,74,24,9,53,69,94,68,56,38,64,76,94,59,16,14,17,59,95,82,28,44,86,96,52
96,65,87,69,96,45,60,27,42,32,66,50,67,23,22,27,0,84,71,74,97,37,15,66,92,90,49,16,72,25,57,61,84,55,64,85,81,50,12,43,90,26,37,40,96,61,39,12,52,68,21,78,52,55,34,10,69,5,82,91,2,17,24,15,26,40,28,91,6,33,14,14,53,78,58,44,73,5,59,79,28,21,68,70,17,37,81,17,12,56,79,49,69,25,26,6,26,34,11,4
26,34,20,17,81,75,93,55,57,67,74,99,26,98,62,87,84,0,23,25,46,35,57,32,90,71,7,5,34,13,17,9,97,66,13,96,85,77,19,34,51,26,44,29,4,83,15,22,29,49,16,39,38,83,42,47,27,18,79,85,60,96,39,39,55,6,91,49,83,58,70,70,72,78,26,1,12,67,6,39,57,80,10,86,33,11,32,32,20,5,10,73,45,85,5,68,44,53,44,2
63,88,4,17,95,95,34,20,22,29,48,58,43,28,98,18,71,23,0,20,94,30,46,72,90,49,14,10,49,96,65,30,71,58,76,81,41,30,41,81,71,47,84,3,9,98,4,28,91,92,61,51,96,47,92,43,60,80,36,66,95,70,28,38,16,51,14,43,66,30,74,80,80,80,39,60,66,99,93,31,27,93,32,42,45,55,82,34,13,26,31,62,40,94,99,36,30,15,99,87
76,48,39,9,66,98,9,47,29,89,20,80,28,85,6,83,74,25,20,0,56,8,80,47,20,29,46,50,31,66,34,34,86,38,14,66,90,71,36,56,94,22,61,87,90,20,3,37,53,5,33,93,46,20,56,73,92,47,22,17,45,41,72,80,21,54,5,8,58,98,25,77,72,41,86,41,28,82,6,11,47,16,10,51,48,15,42,5,30,24,67,14,26,52,98,70,1,1,97,59
91,31,41,50,27,54,21,33,61,67,32,26,63,68,24,86,97,46,94,56,0,45,24,62,28,37,88,62,27,5,2,22,88,93,77,22,54,43,19,28,52,80,84,91,2,59,13,50,64,20,72,83,23,19,17,12,94,98,7,40,67,42,83,13,59,96,49,59,13,85,46,50,80,17,84,93,55,7,18,15,82,94,98,50,12,19,33,81,24,90,70,71,84,37,15,87,75,83,27,8
19,49,33,43,34,77,53,40,4,20,25,94,38,23,32,32,37,35,30,8,45,0,42,2,92,89,20,35,20,71,52,96,50,22,4,60,42,81,45,57,13,29,25,69,88,2,17,57,69,2,44,99,42,50,69,89,42,76,53,49,14,19,86,36,74,49,68,77,3,61,55,18,78,57,60,11,5,72,10,39,7,57,33,18,60,67,27,17,58,87,28,97,29,30,57,96,39,25,71,27
52,79,28,38,66,44,69,93,10,53,65,15,80,90,6,30,15,57,46,80,24,42,0,10,66,79,55,40,15,57,13,98,27,16,96,66,2,72,30,81,35,62,28,94,47,50,41,60,92,72,27,81,21,72,11,32,71,69,97,89,99,2,97,82,98,1,11,74,34,46,48,37,28,27,34,83,25,82,61,38,90,52,46,16,56,88,53,70,50,81,44,5,54,34,9,3,25,37,38,43
42,29,92,91,9,65,79,56,73,4,17,9,73,25,90,99,66,32,72,47,62,2,10,0,95,4,9,96,15,85,20,46,35,49,59,28,8,22,43,49,97,94,3,58,70,85,67,47,69,62,10,40,34,9,4,68,76,48,69,62,66,11,44,85,46,34,64,26,23,23,82,67,58,27,26,67,98,58,8,61,83,45,85,14,55,7,6,28,13,47,9,72,44,84,36,89,65,78,21,66
55,25,25,3,5,98,23,94,65,58,14,99,36,48,92,63,92,90,90,20,28,92,66,95,0,13,2,96,40,96,78,14,1,96,86,81,79,79,9,46,69,12,34,16,85,87,24,30,95,10,95,95,31,52,86,99,16,47,11,95,26,21,7,78,97,26,64,75,15,90,32,21,94,26,99,76,90,31,63,53,39,23,49,95,65,11,17,91,76,1,19,52,64,86,24,54,30,42,1,48
95,54,88,49,51,81,69,69,36,33,8,47,68,52,39,1,90,71,49,29,37,89,79,4,13,0,65,90,56,63,8,14,26,1,74,23,7,26,44,36,52,80,36,93,91,8,85,36,1,22,80,89,3,96,6,98,8,31,17,10,82,45,60,93,40,76,56,84,58,14,82,4,26,67,66,97,90,86,12,19,39,23,82,83,74,83,66,45,11,25,36,16,70,64,42,76,82,58,34,86
8,25,32,44,41,32,46,10,31,88,98,65,97,23,24,13,49,7,14,46,88,20,55,9,2,65,0,81,7,65,71,98,43,68,67,54,81,61,9,30,50,64,57,32,16,87,29,44,5,75,29,39,37,75,69,3,79,95,50,94,14,33,88,9,69,34,95,78,72,73,63,74,69,5,55,28,13,79,93,48,17,70,15,67,3,15,80,57,38,12,37,81,68,66,94,3,78,44,24,25
97,81,4,59,36,5,66,39,1,50,96,2,15,83,2,45,16,5,10,50,62,35,40,96,96,90,81,0,60,20,37,86,19,66,65,72,20,85,81,77,79,42,85,91,25,52,11,13,11,35,59,79,25,73,29,38,74,61,33,10,66,10,80,86,8,93,23,33,1,88,30,92,81,96,99,11,83,13,59,46,41,7,77,90,58,5,31,82,31,32,60,9,36,86,41,8,17,19,7,40
6,18,11,56,52,82,94,20,29,36,83,57,60,78,5,65,72,34,49,31,27,20,15,15,40,56,7,60,0,44,98,72,66,87,24,65,80,85,55,25,45,48,46,93,73,69,37,30,11,97,89,81,59,34,26,65,88,98,57,49,82,57,64,42,76,28,96,33,18,57,74,99,3,19,65,62,44,76,87,57,7,93,48,27,58,49,38,92,79,80,10,26,9,73,68,66,15,9,73,4
18,94,99,56,59,76,77,71,5,58,60,51,55,53,58,12,25,13,96,66,5,71,57,85,96,63,65,20,44,0,96,50,97,71,23,15,53,82,83,21,7,41,68,12,11,67,58,90,70,63,41,57,59,57,27,43,29,70,79,10,97,25,52,31,89,30,23,70,86,98,27,66,75,4,96,13,60,23,74,91,2,12,41,97,74,14,1,44,93,77,80,76,96,88,80,95,46,58,24,88
96,32,24,77,44,6,71,96,57,10,7,67,55,41,44,19,57,17,65,34,2,52,13,20,78,8,71,37,98,96,0,27,5,71,99,14,65,5,35,67,62,82,5,46,70,57,44,8,11,60,69,49,6,35,35,80,37,31,57,96,37,59,48,20,40,72,29,73,44,17,82,83,96,13,6,52,69,78,8,97,13,87,38,16,70,68,73,46,56,21,52,11,44,71,94,93,92,44,80,42
3,72,55,14,35,67,79,35,15,68,96,51,5,6,82,90,61,9,30,34,22,96,98,46,14,14,98,86,72,50,27,0,54,64,35,49,91,59,90,4,35,99,74,65,30,30,92,47,85,21,59,74,81,20,40,85,54,11,50,63,93,63,9,40,8,88,45,86,49,74,80,18,88,29,98,17,17,90,93,32,59,36,30,29,93,59,97,57,37,39,8,25,26,63,85,24,12,40,34,2
46,74,94,67,75,38,76,85,84,3,20,83,33,79,11,59,84,97,71,86,88,50,27,35,1,26,43,19,66,97,5,54,0,28,68,15,45,50,80,10,42,79,32,26,92,99,69,91,58,20,32,31,94,63,28,29,63,14,36,5,82,69,79,95,85,27,13,58,73,37,80,9,17,68,80,94,86,9,87,28,96,35,87,61,99,95,54,52,45,33,35,85,40,87,75,99,15,95,38,94
21,27,85,80,93,91,6,58,36,69,16,19,76,43,29,81,55,66,58,38,93,22,16,49,96,1,68,66,87,71,71,64,28,0,22,63,62,65,98,80,16,28,6,88,63,88,62,62,35,36,11,97,9,85,20,6,73,65,58,59,7,80,48,30,31,30,46,38,70,25,32,60,80,74,76,35,79,98,56,69,44,22,2,28,89,7,26,96,21,5,27,84,63,50,31,70,44,94,35,68
55,62,88,95,25,75,54,29,76,1,59,6,46,92,29,35,64,13,76,14,77,4,96,59,86,74,67,65,24,23,99,35,68,22,0,57,2,46,99,75,9,57,43,31,55,65,72,43,8,76,43,4,68,81,24,10,86,74,53,41,91,90,7,82,37,12,60,85,85,50,36,61,21,43,1,20,26,60,33,20,7,76,93,70,94,90,48,29,15,63,55,48,57,42,74,16,32,36,14,28
88,13,96,30,17,93,51,19,57,50,79,39,34,86,40,53,85,96,81,66,22,60,66,28,81,23,54,72,65,15,14,49,15,63,57,0,34,44,54,58,28,65,1,56,50,97,60,22,51,77,30,14,80,45,75,30,16,90,77,2,74,80,57,69,71,97,27,63,79,7,86,45,66,85,23,61,41,16,12,56,96,88,99,71,91,15,63,20,38,85,3,24,40,89,83,31,71,25,94,85
14,44,48,31,10,83,43,97,99,37,77,72,46,6,82,11,81,85,41,90,54,42,2,8,79,7,81,20,80,53,65,91,45,62,2,34,0,25,5,13,61,95,2,51,68,79,39,87,87,20,54,44,88,70,58,14,66,51,13,10,54,23,35,30,45,73,79,8,91,44,87,57,4,96,46,64,13,24,74,41,42,18,51,5,18,25,19,76,99,48,72,77,34,66,66,19,18,32,55,55
27,8,36,23,82,90,57,95,89,42,10,5,37,95,33,17,50,77,30,71,43,81,72,22,79,26,61,85,85,82,5,59,50,65,46,44,25,0,93,85,87,91,31,73,86,35,48,1,17,67,5,16,94,18,26,40,22,46,6,41,98,77,19,82,20,24,13,33,83,24,7,68,27,38,59,48,23,38,30,8,42,9,20,52,30,17,85,68,77,65,31,65,58,82,70,56,14,58,54,78
65,65,87,72,72,62,59,11,97,56,72,66,78,88,89,57,12,19,41,36,19,45,30,43,9,44,9,81,55,83,35,90,80,98,99,54,5,93,0,28,93,62,82,5,61,63,68,88,42,27,19,12,59,88,93,39,35,78,39,81,26,81,80,56,58,64,45,53,87,25,93,86,46,96,90,11,73,81,4,57,13,17,75,73,52,77,27,37,95,96,49,14,62,21,64,28,70,79,78,25
8,22,9,68,55,51,5,26,30,83,50,63,57,64,34,14,43,34,81,56,28,57,81,49,46,36,30,77,25,21,67,4,10,80,75,58,13,85,28,0,23,67,26,92,55,56,26,17,36,6,42,30,12,86,92,55,74,6,57,75,28,43,68,37,58,76,18,43,78,9,57,2,22,83,46,15,94,98,96,77,56,93,99,46,1,32,57,73,57,56,19,37,49,28,41,2,46,30,66,10
94,96,92,36,63,69,91,77,73,71,41,25,21,1,6,6,90,51,71,94,52,13,35,97,69,52,50,79,45,7,62,35,42,16,9,28,61,87,93,23,0,42,52,54,40,87,35,43,52,35,88,79,32,85,56,6,79,34,58,27,24,76,70,61,42,80,72,79,37,2,26,52,66,15,21,13,82,73,43,31,43,41,99,26,10,28,67,19,36,66,80,35,93,59,48,59,42,36,5,69
93,89,32,47,78,13,74,76,47,95,79,55,37,73,69,3,26,26,47,22,80,29,62,94,12,80,64,42,48,41,82,99,79,28,57,65,95,91,62,67,42,0,62,48,66,44,89,51,33,50,52,77,86,43,58,78,19,57,15,28,59,17,57,48,22,81,49,75,49,8,28,26,64,71,78,57,14,29,84,95,19,55,61,42,6,39,99,7,38,67,44,82,24,99,19,26,17,41,42,45
52,52,79,81,44,92,5,55,79,93,29,23,2,31,30,49,37,44,84,61,84,25,28,3,34,36,57,85,46,68,5,74,32,6,43,1,2,31,82,26,52,62,0,92,25,19,62,1,13,71,48,89,19,98,97,16,88,4,63,98,94,11,83,60,22,74,31,12,87,33,43,9,61,10,33,57,51,72,49,69,95,10,83,74,47,5,97,71,80,57,79,24,12,62,62,99,58,66,62,35
39,14,61,94,96,50,31,23,56,34,39,90,23,9,88,84,40,29,3,87,91,69,94,58,16,93,32,91,93,12,46,65,26,88,31,56,51,73,5,92,54,48,92,0,24,44,42,49,58,71,53,79,47,80,89,40,93,50,75,8,66,20,36,44,37,85,72,99,14,62,94,76,86,69,11,61,76,29,59,1,23,34,62,58,95,65,82,86,53,30,83,91,53,85,48,98,32,36,79,3
40,12,26,97,3,56,17,51,41,29,29,1,91,62,43,60,96,4,9,90,2,88,47,70,85,91,16,25,73,11,70,30,92,63,55,50,68,86,61,55,40,66,25,24,0,41,53,28,23,85,14,60,22,29,3,30,33,17,87,67,49,3,88,25,97,89,73,12,82,7,84,67,11,14,41,79,68,65,14,9,77,13,14,37,4,92,13,86,29,74,4,22,69,94,43,9,66,93,86,13
52,34,17,20,96,50,63,88,82,93,73,76,19,7,72,15,61,83,98,20,59,2,50,85,87,8,87,52,69,67,57,30,99,88,65,97,79,35,63,56,87,44,19,44,41,0,99,45,33,23,66,3,16,95,92,69,52,76,93,90,69,19,56,98,42,56,74,99,42,26,93,20,59,26,99,25,62,85,21,12,78,43,59,90,61,5,31,65,17,70,28,16,67,27,86,97,6,63,72,71
12,88,99,33,80,39,54,34,93,99,23,38,14,23,92,75,39,15,4,3,13,17,41,67,24,85,29,11,37,58,44,92,69,62,72,60,39,48,68,26,35,89,62,42,53,99,0,46,26,56,50,97,62,10,18,78,77,82,69,5,51,94,40,62,25,97,84,84,27,50,58,72,31,61,67,56,33,29,37,43,15,51,78,56,2,20,76,93,79,82,5,32,67,85,85,88,25,66,81,72
94,96,24,80,81,93,3,9,18,78,5,27,25,90,93,46,12,22,28,37,50,57,60,47,30,36,44,13,30,90,8,47,91,62,43,22,87,1,88,17,43,51,1,49,28,45,46,0,76,39,58,39,48,7,2,78,81,64,21,43,35,33,18,66,25,64,76,53,33,75,24,10,9,52,35,92,17,70,30,27,50,80,28,6,40,8,21,91,26,4,13,42,71,15,7,92,11,84,68,86
89,99,74,45,45,13,13,36,52,19,96,74,49,76,23,65,52,29,91,53,64,69,92,69,95,1,5,11,11,70,11,85,58,35,8,51,87,17,42,36,52,33,13,58,23,33,26,76,0,23,77,59,28,90,29,68,13,63,3,28,32,71,72,52,91,18,10,64,50,79,85,80,23,59,66,3,37,32,31,70,10,83,62,58,5,23,57,34,73,70,14,96,5,67,21,87,5,37,17,93
39,35,57,87,40,22,14,92,39,24,82,11,11,64,30,9,68,49,92,5,20,2,72,62,10,22,75,35,97,63,60,21,20,36,76,77,20,67,27,6,35,50,71,71,85,23,56,39,23,0,42,50,53,58,47,81,22,83,32,62,66,76,18,95,64,95,98,15,87,57,79,93,18,74,96,53,41,62,36,5,92,93,90,46,65,55,63,63,71,54,49,66,59,50,94,85,76,66,97,71
38,57,39,57,87,5,79,64,10,14,48,38,51,72,84,32,21,16,61,33,72,44,27,10,95,80,29,59,89,41,69,59,32,11,43,30,54,5,19,42,88,52,48,53,14,66,50,58,77,42,0,78,31,23,34,82,26,95,50,59,75,58,67,60,71,53,69,84,54,8,80,65,38,89,12,91,28,8,28,51,88,28,93,2,24,78,40,38,34,19,67,9,99,31,26,3,53,21,21,86
6,66,54,2,15,27,65,87,53,43,98,3,29,61,61,81,78,39,51,93,83,99,81,40,95,89,39,79,81,57,49,74,31,97,4,14,44,16,12,30,79,77,89,79,60,3,97,39,59,50,78,0,5,97,55,13,80,91,61,50,17,8,43,3,98,46,81,34,70,8,8,76,8,25,18,32,78,98,23,61,88,19,98,55,33,33,56,83,49,28,72,34,96,32,99,99,58,47,29,65
24,76,16,1,65,89,33,2,88,81,18,81,31,28,53,97,52,38,96,46,23,42,21,34,31,3,37,25,59,59,6,81,94,9,68,80,88,94,59,12,32,86,19,47,22,16,62,48,28,53,31,5,0,84,53,77,44,74,99,9,84,29,89,48,36,50,10,95,80,34,2,98,7,32,5,1,51,19,97,13,74,51,57,29,92,47,45,39,51,84,68,43,28,37,15,45,89,30,87,3
92,87,20,56,38,53,55,95,38,53,40,44,72,55,30,33,55,83,47,20,19,50,72,9,52,96,75,73,34,57,35,20,63,85,81,45,70,18,88,86,85,43,98,80,29,95,10,7,90,58,23,97,84,0,67,76,74,46,69,44,62,97,19,9,12,43,17,79,39,71,24,11,94,29,62,11,89,23,33,63,71,92,40,45,79,8,27,99,7,6,19,16,75,16,64,59,62,98,76,70
88,98,50,22,45,48,42,67,8,97,93,58,6,60,30,78,34,42,92,56,17,69,11,4,86,6,69,29,26,27,35,40,28,20,24,75,58,26,93,92,56,58,97,89,3,92,18,2,29,47,34,55,53,67,0,89,42,74,4,1,29,7,47,55,47,82,37,39,27,66,31,51,96,80,18,39,35,61,2,55,98,23,40,22,37,63,72,37,24,69,21,44,69,70,11,90,8,67,64,85
40,84,28,18,11,43,4,25,25,77,36,78,3,28,18,29,10,47,43,73,12,89,32,68,99,98,3,38,65,43,80,85,29,6,10,30,14,40,39,55,6,78,16,40,30,69,78,78,68,81,82,13,77,76,89,0,24,11,48,98,48,57,11,92,36,63,81,44,92,38,88,48,57,43,56,50,97,45,35,92,26,99,38,58,98,85,18,60,12,66,76,56,43,99,36,77,59,50,53,21
89,62,66,51,21,60,59,87,93,1,74,69,50,97,31,38,69,27,60,92,94,42,71,76,16,8,79,74,88,29,37,54,63,73,86,16,66,22,35,74,79,19,88,93,33,52,77,81,13,22,26,80,44,74,42,24,0,34,67,16,84,11,46,12,24,40,46,85,95,22,96,89,54,7,46,45,95,61,93,20,87,57,53,22,87,2,8,36,98,62,73,5,56,92,58,53,94,24,25,86
12,79,61,57,87,27,10,1,83,95,87,65,54,78,10,13,5,18,80,47,98,76,69,48,47,31,95,61,98,70,31,11,14,65,74,90,51,46,78,6,34,57,4,50,17,76,82,64,63,83,95,91,74,46,74,11,34,0,87,28,29,45,7,20,70,66,12,92,10,2,96,59,79,65,98,7,77,73,24,11,29,12,74,46,26,19,31,19,46,23,88,60,20,13,80,19,85,71,12,71
40,63,18,57,15,38,56,96,17,91,40,55,71,2,10,91,82,79,36,22,7,53,97,69,11,17,50,33,57,79,57,50,36,58,53,77,13,6,39,57,58,15,63,75,87,93,69,21,3,32,50,61,99,69,4,48,67,87,0,87,69,17,22,46,40,72,65,65,31,78,11,19,62,34,60,56,62,35,95,82,51,3,84,51,14,74,81,29,22,81,13,66,90,19,10,28,86,54,14,32
8,10,58,37,59,2,7,25,94,84,25,56,67,57,95,63,91,85,66,17,40,49,89,62,95,10,94,10,49,10,96,63,5,59,41,2,10,41,81,75,27,28,98,8,67,90,5,43,28,62,59,50,9,44,1,98,16,28,87,0,94,77,88,33,53,13,73,13,64,42,17,15,2,17,10,67,97,22,86,46,53,92,74,40,56,6,84,15,22,75,36,2,71,71,69,74,57,77,66,22
86,21,34,8,77,81,75,68,7,43,43,69,77,84,58,13,2,60,95,45,67,14,99,66,26,82,14,66,82,97,37,93,82,7,91,74,54,98,26,28,24,59,94,66,49,69,51,35,32,66,75,17,84,62,29,48,84,29,69,94,0,29,26,42,35,74,4,95,67,33,90,5,94,72,3,63,60,79,18,8,1,32,50,65,56,93,45,74,53,16,74,72,65,74,90,31,44,43,22,43
41,52,75,56,42,7,78,72,54,57,41,19,76,63,13,58,17,96,70,41,42,19,2,11,21,45,33,10,57,25,59,63,69,80,90,80,23,77,81,43,76,17,11,20,3,19,94,33,71,76,58,8,29,97,7,57,11,45,17,77,29,0,15,10,81,8,40,56,52,35,44,91,25,33,92,75,76,78,34,12,17,22,89,44,37,65,87,49,74,39,53,51,11,9,30,43,30,61,58,55
66,72,29,85,33,55,90,40,57,93,34,40,57,68,60,20,24,39,28,72,83,86,97,44,7,60,88,80,64,52,48,9,79,48,7,57,35,19,80,68,70,57,83,36,88,56,40,18,72,18,67,43,89,19,47,11,46,7,22,88,26,15,0,63,88,62,51,38,18,4,83,40,99,38,99,41,28,15,27,82,72,91,19,55,17,79,16,95,86,94,66,7,28,31,91,48,72,48,35,95
15,86,36,65,23,25,89,26,68,70,84,12,45,6,5,52,15,39,38,80,13,36,82,85,78,93,9,86,42,31,20,40,95,30,82,69,30,82,56,37,61,48,60,44,25,98,62,66,52,95,60,3,48,9,55,92,12,20,46,33,42,10,63,0,9,59,57,7,2,27,54,5,4,66,21,11,63,39,73,41,15,53,24,87,24,44,37,19,70,53,58,98,80,94,42,74,55,92,72,28
61,24,66,86,43,61,31,58,38,65,19,88,59,77,5,22,26,55,16,21,59,74,98,46,97,40,69,8,76,89,40,8,85,31,37,71,45,20,58,58,42,22,22,37,97,42,25,25,91,64,71,98,36,12,47,36,24,70,40,53,35,81,88,9,0,3,19,90,29,56,92,59,8,55,51,22,72,77,13,38,79,12,80,33,3,43,30,23,92,54,50,96,85,99,46,74,43,68,94,52
91,4,21,86,3,2,9,60,61,18,73,48,42,49,63,23,40,6,51,54,96,49,1,34,26,76,34,93,28,30,72,88,27,30,12,97,73,24,64,76,80,81,74,85,89,56,97,64,18,95,53,46,50,43,82,63,40,66,72,13,74,8,62,59,3,0,72,94,52,40,45,14,11,97,30,46,7,88,52,89,60,54,33,3,70,21,92,81,27,38,74,84,74,80,69,12,90,97,24,20
11,45,71,31,47,7,70,26,15,64,37,52,77,89,73,93,28,91,14,5,49,68,11,64,64,56,95,23,96,23,29,45,13,46,60,27,79,13,45,18,72,49,31,72,73,74,84,76,10,98,69,81,10,17,37,81,46,12,65,73,4,40,51,57,19,72,0,11,40,77,51,54,53,24,62,89,80,67,43,3,25,18,99,98,63,46,98,95,35,17,46,35,81,16,90,4,11,9,31,47
32,66,46,27,45,26,30,55,77,1,44,10,76,82,51,75,91,49,43,8,59,77,74,26,75,84,78,33,33,70,73,86,58,38,85,63,8,33,53,43,79,75,12,99,12,99,84,53,64,15,84,34,95,79,39,44,85,92,65,13,95,56,38,7,90,94,11,0,1,41,24,84,68,2,60,28,88,72,5,82,88,1,80,46,31,83,86,83,73,30,20,3,41,69,12,92,96,88,25,46
33,49,85,2,14,94,82,7,92,48,49,38,67,71,64,55,6,83,66,58,13,3,34,23,15,58,72,1,18,86,44,49,73,70,85,79,91,83,87,78,37,49,87,14,82,42,27,33,50,87,54,70,80,39,27,92,95,10,31,64,67,52,18,2,29,52,40,1,0,43,62,39,60,39,43,74,1,61,99,55,38,11,55,90,51,76,20,73,80,62,59,38,57,89,6,28,70,82,55,94
59,74,31,83,87,65,2,38,72,14,44,55,83,8,27,91,33,58,30,98,85,61,46,23,90,14,73,88,57,98,17,74,37,25,50,7,44,24,25,9,2,8,33,62,7,26,50,75,79,57,8,8,34,71,66,38,22,2,78,42,33,35,4,27,56,40,77,41,43,0,2,55,46,48,97,84,62,33,89,18,64,19,64,79,95,73,66,26,56,35,35,33,87,28,86,34,80,40,14,17
