96,16,81,95,33,21,92,22,62,63,33,65,81,12,59,84,17,88,45,18,41,78,89,50,43,97,48,41,41,44,0,53,19,23,50,99,58,80,26,94,15,9,99,47,65,2,57,51,67,51
3,40,18,48,28,71,82,18,45,78,86,98,7,26,5,75,88,34,87,42,82,57,69,37,57,35,20,79,34,82,53,0,83,19,6,39,72,5,66,63,25,55,23,90,1,76,38,27,74,11
46,84,94,69,92,46,42,51,59,44,29,81,55,23,91,48,58,9,63,57,93,94,28,42,93,62,32,29,84,80,19,83,0,38,3,81,44,58,78,69,65,55,56,69,19,40,12,88,48,52
21,28,32,32,25,85,62,57,9,96,70,32,25,22,74,17,27,36,3,22,18,6,43,56,70,99,25,39,19,70,23,19,38,0,10,38,55,23,46,2,22,51,64,62,83,36,98,89,91,87
55,51,72,43,88,31,69,57,85,3,74,5,61,57,5,28,55,92,24,29,52,12,15,83,65,59,65,29,73,26,50,6,3,10,0,75,94,96,65,32,68,51,59,1,17,72,84,1,87,75
88,28,74,64,32,3,17,37,31,96,46,82,2,75,31,83,20,64,67,61,39,70,22,71,18,31,17,73,37,6,99,39,81,38,75,0,64,80,3,19,3,67,26,43,28,63,38,80,73,36
14,56,27,25,4,22,17,8,36,80,2,76,7,34,17,96,47,87,87,4,10,26,73,95,64,25,14,23,44,22,58,72,44,55,94,64,0,68,97,15,60,55,55,5,33,76,46,34,46,37
27,46,62,34,11,27,9,56,19,81,6,6,26,21,63,6,33,2,17,10,53,33,32,93,1,89,8,5,49,83,80,5,58,23,96,80,68,0,78,57,21,37,2,23,91,19,14,25,49,11
65,60,13,67,99,40,50,85,63,45,95,67,94,35,54,3,40,95,6,73,88,54,67,34,48,61,98,96,44,75,26,66,78,46,65,3,97,78,0,51,29,31,72,6,3,50,54,71,67,77
8,17,44,32,24,23,43,65,53,40,21,38,65,22,3,72,93,67,27,65,38,38,29,29,14,59,96,82,19,97,94,63,69,2,32,19,15,57,51,0,76,57,45,59,42,77,76,67,83,49
94,51,8,65,55,57,38,86,54,87,73,91,83,44,13,43,56,25,75,36,8,76,89,93,7,49,83,48,90,83,15,25,65,22,68,3,60,21,29,76,0,13,88,69,10,53,41,61,94,5
93,72,65,82,94,93,91,86,63,15,33,75,34,74,14,56,94,87,6,31,25,32,67,99,67,13,60,98,16,76,9,55,55,51,51,67,55,37,31,57,13,0,22,44,62,80,68,32,36,76
52,74,22,54,85,64,3,31,83,65,65,93,47,15,79,75,69,1,94,1,93,73,20,78,80,30,7,18,85,83,99,23,56,64,59,26,55,2,72,45,88,22,0,59,64,37,46,7,94,70
39,16,96,20,88,74,49,27,94,38,88,83,14,60,65,83,10,96,28,29,83,35,53,19,72,70,96,40,92,11,47,90,69,62,1,43,5,23,6,59,69,44,59,0,47,94,87,50,35,94
40,67,89,85,96,36,44,2,60,45,37,90,32,93,33,94,39,25,80,5,17,14,4,24,18,79,20,93,7,10,65,1,19,83,17,28,33,91,3,42,10,62,64,47,0,34,23,98,28,85
52,75,52,21,48,27,59,83,53,11,61,62,64,34,55,16,20,68,66,57,94,71,58,14,16,4,16,36,56,55,2,76,40,36,72,63,76,19,50,77,53,80,37,94,34,0,68,23,90,25
12,38,14,70,36,21,56,91,96,21,62,51,51,9,42,53,71,72,5,15,7,97,33,43,69,94,59,74,81,92,57,38,12,98,84,38,46,14,54,76,41,68,46,87,23,68,0,48,52,23
94,93,12,27,87,27,56,57,81,87,59,69,43,21,4,98,96,40,52,84,54,33,88,81,66,16,79,87,61,13,51,27,88,89,1,80,34,25,71,67,61,32,7,50,98,23,48,0,83,78
89,56,34,11,9,36,77,86,95,15,64,13,52,53,59,49,35,26,98,36,57,98,50,53,46,70,77,40,66,59,67,74,48,91,87,73,46,49,67,83,94,36,94,35,28,90,52,83,0,53
39,81,88,72,92,16,14,72,66,59,23,92,13,69,10,10,85,58,10,76,68,85,36,97,51,18,10,25,54,30,51,11,52,87,75,36,37,11,77,49,5,76,70,94,85,25,23,78,53,0
